标题,时间,URL
国庆楼市频现打折 理性看待房价涨跌,2018-10-08,http://www.fangchan.com/news/1/2018-10-08/6454884672710448050.html
托底楼市？房价独跌的这个城市放宽落户政策了,2018-10-03,http://www.fangchan.com/news/1/2018-10-03/6453082601761870138.html
百城房价：同比增幅持续13个月收窄，9月或更多城市加入降价行列,2018-09-29,http://www.fangchan.com/news/1/2018-09-29/6451628441417880020.html
前8月70城房价:哈尔滨大连昆明连涨 上海南京连跌,2018-09-26,http://www.fangchan.com/news/1/2018-09-26/6450549677795643449.html
海南房价出现回落迹象,2018-09-25,http://www.fangchan.com/news/9/2018-09-25/6450190995857674619.html
房价回落成交量下降 厦门楼市回归理性,2018-09-25,http://www.fangchan.com/news/1/2018-09-25/6450146043639436282.html
厦门上半年商品住宅成交量创新低 专家称房价暴涨时代已落幕,2018-09-21,http://www.fangchan.com/news/1/2018-09-21/6448706557156069715.html
8月南京房价同比下探1.6%领跌全国,2018-09-17,http://www.fangchan.com/news/1/2018-09-17/6447243689038516703.html
标题,时间,URL
8月房价总体微涨 调控难松绑,2018-09-17,http://www.fangchan.com/news/1/2018-09-17/6447242165184958805.html
8月房价仅1城下跌 49城涨幅超1%,2018-09-17,http://www.fangchan.com/news/1/2018-09-17/6447235882008515471.html
央行：逾三成居民 预期下季度房价将上涨,2018-09-16,http://www.fangchan.com/news/1/2018-09-16/6446905634565984866.html
8月房价总体平稳 二三线城市领跑,2018-09-16,http://www.fangchan.com/news/1/2018-09-16/6446894419429102208.html
销售率不足4成 北京限房价项目压力大,2018-09-14,http://www.fangchan.com/news/1/2018-09-14/6446162876830126794.html
半年报曝光房企过度囤地行为 降房价应从这里下手,2018-09-09,http://www.fangchan.com/news/9/2018-09-09/6444206052077802271.html
去库存变奏 地方加大供地缓解房价涨,2018-09-04,http://www.fangchan.com/news/1/2018-09-04/6442576448175018854.html
澳大利亚房价连续11个月下跌 银行再给楼市泼冷水,2018-09-04,http://www.fangchan.com/news/8/2018-09-04/6442561752688562587.html
伦敦房价创奥运以来最大单月跌幅 部分海外投资者离场,2018-09-04,http://www.fangchan.com/news/8/2018-09-04/6442560229082469041.html
3年这个区域房价飙升59.9%，天津北部楼市后劲十足？,2018-08-30,http://www.fangchan.com/news/1/2018-08-30/6440737019357631132.html
房价重压下的消费“加减法”：逛商场过眼瘾，不买房热衷海外游,2018-08-29,http://www.fangchan.com/news/218/2018-08-29/6440404922738741630.html
房租异常上涨意味着房价拐点临近,2018-08-23,http://www.fangchan.com/news/7/2018-08-23/6438207917945852622.html
房价过快上涨无益于推动经济增长,2018-08-22,http://www.fangchan.com/news/1/2018-08-22/6437825683074126353.html
下一轮调控重点须从房价转向地价,2018-08-20,http://www.fangchan.com/news/7/2018-08-20/6437112622801556349.html
住建部盯紧房价“冒尖”城市 新一轮调控蓄势待发,2018-08-20,http://www.fangchan.com/news/6/2018-08-20/6437065852629356712.html
三亚整顿房地产市场秩序 遏制房价过快上涨,2018-08-18,http://www.fangchan.com/news/1/2018-08-18/6436598943152673166.html
7月份房价变动情况出炉 多地调控加码坚决遏制房价上涨,2018-08-17,http://www.fangchan.com/news/1/2018-08-17/6436051137186828695.html
7月北京二手房价同比降3.5%,2018-08-16,http://www.fangchan.com/news/1/2018-08-16/6435636824718512204.html
7月份房价变动情况出炉 多地调控加码坚决遏制房价上涨,2018-08-16,http://www.fangchan.com/news/1/2018-08-16/6435618688539628085.html
7月份65城房价环比上涨 专家预计调控收紧将加速,2018-08-16,http://www.fangchan.com/news/1/2018-08-16/6435618011646071093.html
7月房价：上涨城市数量明显增加，看涨情绪不断增强,2018-08-15,http://www.fangchan.com/news/1/2018-08-15/6435346909933932575.html
彭文生详解去杠杆：房价不跌，难去杠杆！,2018-08-14,http://www.fangchan.com/news/7/2018-08-14/6434930867134862112.html
贵州、广东官方称高房价挤压消费，应努力保持房价稳定,2018-08-11,http://www.fangchan.com/news/218/2018-08-11/6434054883653260128.html
易宪容：下半年房价上涨幅度将全面下降,2018-08-10,http://www.fangchan.com/news/7/2018-08-10/6433516897693929969.html
厦门房价快涨急跌惊心 开发商购房者是进是退两难,2018-08-09,http://www.fangchan.com/news/1/2018-08-09/6433121453797086100.html
房价“重头戏”：坚决遏制上涨,2018-08-08,http://www.fangchan.com/news/1/2018-08-08/6432781009338831770.html
部分城市楼市逆周期升温 住建部要求地方稳地价房价,2018-08-08,http://www.fangchan.com/news/6/2018-08-08/6432748041224392871.html
厦门房价回调是建长效机制窗口期,2018-08-07,http://www.fangchan.com/news/1/2018-08-07/6432399980522443223.html
厦门楼市“崩盘”论调查：二手房价格回调 房价地价均合理回归,2018-08-06,http://www.fangchan.com/news/1/2018-08-06/6432028873504133193.html
遏制房价最强信号：全国9天8次调控 打破炒房美梦,2018-08-03,http://www.fangchan.com/news/1/2018-08-03/6430952264135152248.html
遏制房价抬头 楼市长效机制“已在路上”,2018-08-02,http://www.fangchan.com/news/6/2018-08-02/6430624579815019311.html
房价或将阶段性见顶 经济稳中向好可期,2018-08-02,http://www.fangchan.com/news/7/2018-08-02/6430621688760963437.html
房价下跌 澳大利亚炒房热“降温”,2018-08-01,http://www.fangchan.com/news/8/2018-08-01/6430250487773467564.html
任泽平：去库存基本完成 三四线城市房价或将下行,2018-08-01,http://www.fangchan.com/news/7/2018-08-01/6430250013074723161.html
新华社：做好地价房价联动调控的大文章,2018-08-01,http://www.fangchan.com/news/1/2018-08-01/6430215979594486557.html
这11个城市新房均价超2万，有两个都市圈房价下跌明显,2018-07-26,http://www.fangchan.com/news/1/2018-07-26/6428077903715832831.html
深圳棚改未动房价先动,2018-07-26,http://www.fangchan.com/news/1/2018-07-26/6428043469092361095.html
西安二手房价7月同比上涨57.10%,2018-07-25,http://www.fangchan.com/news/1/2018-07-25/6427675247503544896.html
李迅雷：为何房价坚挺房地产股疲弱,2018-07-23,http://www.fangchan.com/news/7/2018-07-23/6426982529668288892.html
警惕！房价触及过热区间，新华社发文称调控要从严,2018-07-18,http://www.fangchan.com/news/1/2018-07-18/6425192743978733569.html
6月二线城市房价领涨全国 三线城市涨势得到抑制,2018-07-18,http://www.fangchan.com/news/1/2018-07-18/6425141373590376610.html
超半数城市6月房价环比增幅超1%,2018-07-18,http://www.fangchan.com/news/1/2018-07-18/6425139396340945121.html
盘和林：从上半年房地产数据看房价有无上涨压力,2018-07-17,http://www.fangchan.com/news/132/2018-07-17/6424798910845621199.html
房价设置“涨停板” 专家称有待商榷,2018-07-12,http://www.fangchan.com/news/7/2018-07-12/6423016530325607071.html
雷军的地产乌托邦：把房价干到二分之一,2018-07-10,http://www.fangchan.com/news/9/2018-07-10/6422241213843575227.html
标题,时间,URL
近期多城出台调控政策 防止房价明显过快上涨,2018-07-09,http://www.fangchan.com/news/1/2018-07-09/6421875250761633878.html
楼市怎么走？房价是否还会涨？ 地产掌门人如是说,2018-07-06,http://www.fangchan.com/news/7/2018-07-06/6420833411916960349.html
将迎拐点 房价去哪儿,2018-07-05,http://www.fangchan.com/news/9/2018-07-05/6420468228145090570.html
限房价时代 北京房企加速突围,2018-06-29,http://www.fangchan.com/news/9/2018-06-29/6418268767968890997.html
下半年 北京二手房价不会出现大震荡,2018-06-28,http://www.fangchan.com/news/1/2018-06-28/6418015540845285531.html
房价领涨70城，一个韩国人眼中的丹东,2018-06-26,http://www.fangchan.com/news/1/2018-06-26/6417191020853007318.html
美国“房奴”也心累：房价可负担能力大幅下降,2018-06-22,http://www.fangchan.com/news/8/2018-06-22/6415831421273051662.html
开发商在做亏本生意？高地价低房价赔本拿地,2018-06-21,http://www.fangchan.com/news/9/2018-06-21/6415368215492628887.html
央视解读：不动产登记体系全面运行 房价会下跌？,2018-06-17,http://www.fangchan.com/news/7/2018-06-17/6413922076981530858.html
5月一线城市房价同比持续下降,2018-06-17,http://www.fangchan.com/news/1/2018-06-17/6413920078840270996.html
5月份61城房价环比反弹 多地调控政策或再加码,2018-06-17,http://www.fangchan.com/news/1/2018-06-17/6413919699759075767.html
5月70城市逾八成房价环比上涨 二线城市领涨,2018-06-17,http://www.fangchan.com/news/1/2018-06-17/6413919204361441298.html
北京限房价项目开闸迎“大考”,2018-06-15,http://www.fangchan.com/news/1/2018-06-15/6413165562498978691.html
中海丽春湖墅 高标准打造临湖低密限房价项目,2018-06-14,http://www.fangchan.com/news/132/2018-06-14/6412849967802945610.html
俩限房价楼盘被立案查处,2018-06-14,http://www.fangchan.com/news/129/2018-06-14/6412818473441104652.html
百城房价连续9个月超1.2万元，环京5城降温明显,2018-06-13,http://www.fangchan.com/news/1/2018-06-13/6412510935009006561.html
北京市住建委突击巡查新开盘的限房价项目,2018-06-13,http://www.fangchan.com/news/1/2018-06-13/6412464840136528299.html
调控一周年环京楼市降温最明显 百城房价同比增幅连续10个月收窄,2018-06-13,http://www.fangchan.com/news/1/2018-06-13/6412453115572064899.html
5个月调控近160次 房价为什么还是涨？,2018-06-12,http://www.fangchan.com/news/7/2018-06-12/6412135263757472565.html
辽宁：哄抬房价将被暂停网签备案,2018-06-12,http://www.fangchan.com/news/1/2018-06-12/6412110229580092261.html
北京4.5万套限竞房铺设房价缓冲带 二手房市场升温恐后劲不足,2018-06-12,http://www.fangchan.com/news/1/2018-06-12/6412097115048448834.html
落户新政持续发酵，天津房价是否具备持续上涨动力？,2018-06-11,http://www.fangchan.com/news/1/2018-06-11/6411770349767430583.html
天津房价是否具备持续上涨动力？,2018-06-11,http://www.fangchan.com/news/1/2018-06-11/6411735275135111745.html
北京首批仨限房价项目将入市,2018-06-10,http://www.fangchan.com/news/1/2018-06-10/6411384464991392230.html
张家口房价或将2万+，下花园大成·玉墅湾价值不彰自显,2018-06-08,http://www.fangchan.com/news/132/2018-06-08/6410767564787749137.html
北京限房价项目二三季度集中入市,2018-06-07,http://www.fangchan.com/news/1/2018-06-07/6410280450690191642.html
房价飞涨25个月 香港拟推空置税遏制引社会争论,2018-06-06,http://www.fangchan.com/news/1/2018-06-06/6409999198791734160.html
深圳住建局回应房改新政影响：房价涨落由多方面因素决定,2018-06-06,http://www.fangchan.com/news/6/2018-06-06/6409949023834542269.html
房价涨涨涨不停 但中国地产商的资金链恐有断裂之忧,2018-06-01,http://www.fangchan.com/news/9/2018-06-01/6408266185653424561.html
6月北京限房价项目或井喷,2018-06-01,http://www.fangchan.com/news/1/2018-06-01/6408100878238421716.html
大批同地址公司发标：股价按揭解密北京房价之谜？,2018-05-31,http://www.fangchan.com/news/132/2018-05-31/6408077230328844720.html
房价倒挂诱发套利 杭州首现万人摇号楼盘,2018-05-30,http://www.fangchan.com/news/1/2018-05-30/6407386324831375961.html
“限房价”项目销售不得捆绑精装修,2018-05-28,http://www.fangchan.com/news/6/2018-05-28/6406807266259177922.html
“抢人大战”或致购房需求激增，业内担忧房价松动,2018-05-23,http://www.fangchan.com/news/1/2018-05-23/6404897658481480382.html
住建部约谈12城：不都是房价涨了 这指标体系是关键,2018-05-22,http://www.fangchan.com/news/6/2018-05-22/6404586893329371883.html
住建部重申楼市调控目标：稳房价与控租金并举,2018-05-21,http://www.fangchan.com/news/6/2018-05-21/6404119087529922955.html
楼市回暖 房价没涨,2018-05-17,http://www.fangchan.com/news/1/2018-05-17/6402784420910404001.html
丹东、三亚领涨 多地4月房价环比涨幅扩大,2018-05-17,http://www.fangchan.com/news/1/2018-05-17/6402784059550142836.html
北京4月二手房价环比降0.1%,2018-05-17,http://www.fangchan.com/news/1/2018-05-17/6402783415292465304.html
二三线城市房价仍高烧不退 多地加码楼市调控,2018-05-17,http://www.fangchan.com/news/6/2018-05-17/6402775972902671097.html
贵阳房价惊险一跃：“超级大盘”压阵也挡不住热钱,2018-05-17,http://www.fangchan.com/news/1/2018-05-17/6402686078847094835.html
4月房价：58城新房环涨，东北楼市现复苏迹象,2018-05-16,http://www.fangchan.com/news/1/2018-05-16/6402365989903995061.html
丹东表态新区房源充足 房价再上行或引政策加码,2018-05-16,http://www.fangchan.com/news/6/2018-05-16/6402315043392000776.html
房价连涨21个月 贵阳出台楼市调控新政加大整治力度,2018-05-15,http://www.fangchan.com/news/1/2018-05-15/6401960737329451025.html
杭州购房人涌向周边 海宁新房价同比上涨55.1%,2018-05-11,http://www.fangchan.com/news/1/2018-05-11/6400522558734930471.html
标题,时间,URL
北京房价不均或致五环内南北差异触线,2018-05-08,http://www.fangchan.com/news/1/2018-05-08/6399504304629420667.html
深圳楼市调控加码 房价“19连跌”,2018-05-08,http://www.fangchan.com/news/1/2018-05-08/6399420939742023688.html
彭文生：房地产市场定位存误区 房价不跌难以降杠杆,2018-05-06,http://www.fangchan.com/news/7/2018-05-06/6398708178686907134.html
城市群协同新格局 环沪城市与上海房价差距会缩小？,2018-05-04,http://www.fangchan.com/news/1/2018-05-04/6397961818740166714.html
深圳“三价合一”满月 楼市调控加码房价“19连跌”,2018-05-03,http://www.fangchan.com/news/1/2018-05-03/6397595825190801621.html
北京多校划片左右学区房价格 部分学区房价或迎较大调整,2018-05-02,http://www.fangchan.com/news/1/2018-05-02/6397295130822644168.html
樊纲：从最基本的供需原理理解当前房价涨跌,2018-05-02,http://www.fangchan.com/news/7/2018-05-02/6397260908535812932.html
